 ,Label,Area,Mean,Min,Max,X,Y,BiologicalReplicate,CellArea,CellMean,CellTotalFluorescence,CellMin,CellMax,CellStd,X_PoleDim,Y_PoleDim,AreaPoleDim,MeanPoleDim,TotalFluorescencePoleDim,MinPoleDim,MaxPoleDim,StdPoleDim,Nb_Pili_PoleDim,Nb_Flagella_PoleDim,X_PoleBright,Y_PoleBright,AreaPoleBright,MeanPoleBright,TotalFluorescencePoleBright,MinPoleBright,MaxPoleBright,StdPoleBright,Nb_Pili_PoleBright,Nb_Flagella_PoleBright,PolarRatio,Strain,Growth
1,pilB_mNG_fliC-_liq_BR=1_0_event1_tirf_RAW_Stack.tif,489,255,255,255,37.14826,12.653369999999999,1,551,127.13975,70054,61,204,30.99842,228.08021000000002,247.49634,137,105.80292,14495.0,53,149,25.24784,0,0,265.02277000000004,252.78016000000002,137,116.94161000000001,16021,35,204,53.706959999999995,0,0,0.7802600000000001,pilB_mNG_fliC-,Liquid
1,pilB_mNG_fliC-_liq_BR=1_0_event2_tirf_RAW_Stack.tif,425,255,255,255,70.21765,15.69765,1,986,147.63387,145567,56,330,42.53427,236.08076,270.30709,156,110.32051000000001,17210.0,32,198,48.23879,1,0,298.65236,246.98363999999998,156,143.62821,22406,57,330,61.050290000000004,0,0,0.80774,pilB_mNG_fliC-,Liquid
1,pilB_mNG_fliC-_liq_BR=1_0_event3_tirf_RAW_Stack.tif,488,255,255,255,21.81352,25.90164,1,557,125.50448999999999,69906,62,309,40.42315,373.94201,209.24235,137,106.55474,14598.0,52,151,30.451970000000003,0,0,352.79365,182.97099,137,150.54745,20625,64,309,64.36979000000001,0,0,1.04893,pilB_mNG_fliC-,Liquid
2,pilB_mNG_fliC-_liq_BR=1_0_event3_tirf_RAW_Stack.tif,596,255,255,255,38.84228,15.19295,1,675,107.3363,72452,55,204,28.3993,103.50213000000001,329.36861,112,109.57143,12272.0,50,204,42.5925,0,0,152.55558,322.01506,112,119.82143,13420,56,198,37.03838,0,0,1.10625,pilB_mNG_fliC-,Liquid
1,pilB_mNG_fliC-_liq_BR=1_0_event6_tirf_RAW_Stack.tif,590,255,255,255,32.36949,14.227120000000001,1,667,100.35231999999999,66935,52,259,29.38857,292.98222000000004,264.95018,137,81.16058000000001,11119.0,33,115,22.249660000000002,1,0,246.94962,273.68907,137,115.87591,15875,35,259,56.521530000000006,0,0,0.9693700000000001,pilB_mNG_fliC-,Liquid
2,pilB_mNG_fliC-_liq_BR=1_0_event6_tirf_RAW_Stack.tif,772,255,255,255,40.9715,23.564770000000003,1,866,108.31293000000001,93799,52,212,25.71813,203.41779,224.50695,156,98.05128,15296.0,50,136,24.196189999999998,1,0,254.45336,242.85188,156,110.4359,17228,38,212,40.84166,0,0,0.9424899999999999,pilB_mNG_fliC-,Liquid
1,pilB_mNG_fliC-_liq_BR=1_0_event7_tirf_RAW_Stack.tif,740,255,255,255,33.27297,33.92297,1,843,110.7675,93377,53,252,29.87043,190.76991999999998,238.79827000000003,137,89.93431,12321.0,42,121,20.8285,0,0,231.35478999999998,281.11211000000003,137,112.73723000000001,15445,37,252,56.63717,1,0,0.87882,pilB_mNG_fliC-,Liquid
1,pilB_mNG_fliC-_liq_BR=1_0_event8_tirf_RAW_Stack.tif,658,255,255,255,23.887539999999998,34.01976,1,748,128.67914,96252,63,356,43.69538,189.01551,300.7274,137,105.67883,14478.0,29,160,36.11887,0,0,163.96593000000001,256.28306000000003,137,166.76641999999998,22847,74,356,76.06115,0,0,1.09575,pilB_mNG_fliC-,Liquid
2,pilB_mNG_fliC-_liq_BR=1_0_event8_tirf_RAW_Stack.tif,695,255,255,255,13.980579999999998,41.9259,1,782,89.23146,69779,45,142,22.833560000000002,334.99514,245.88519,137,78.40876,10742.0,43,106,15.834420000000001,0,0,324.59148999999996,195.40785,137,89.36496,12243,42,129,23.43667,0,0,0.9106799999999999,pilB_mNG_fliC-,Liquid
1,pilB_mNG_fliC-_liq_BR=1_0_event9_tirf_RAW_Stack.tif,792,255,255,255,22.45328,39.68687,1,888,95.60811,84900,48,199,26.44067,138.38111,386.74958,156,77.6859,12119.0,43,119,18.893520000000002,0,0,158.64154,333.259,156,109.64743999999999,17105,49,199,40.17443,0,0,0.96904,pilB_mNG_fliC-,Liquid
2,pilB_mNG_fliC-_liq_BR=1_0_event9_tirf_RAW_Stack.tif,739,255,255,255,35.59337,16.876179999999998,1,821,94.21194,77348,53,155,21.45486,323.27027000000004,287.40312,156,76.05128,11864.0,32,112,19.972820000000002,0,0,276.63381,274.95752000000005,156,95.92949,14965,44,155,31.12288,0,0,0.86639,pilB_mNG_fliC-,Liquid
3,pilB_mNG_fliC-_liq_BR=1_0_event9_tirf_RAW_Stack.tif,737,255,255,255,36.175709999999995,21.83243,1,829,93.50543,77516,45,132,21.5421,324.20982999999995,221.35532,137,76.65693,10502.0,26,124,27.2816,1,0,274.84137999999996,240.77471,137,89.51825,12264,48,127,23.66311,0,0,0.84226,pilB_mNG_fliC-,Liquid
1,pilB_mNG_fliC-_sol_BR=1_0_event12_tirf_RAW_Stack.tif,892,255,255,255,36.0796,47.118829999999996,1,1009,133.18038,134379,63,288,34.81583,242.62002,261.62541,137,109.0146,14935.0,41,168,35.35159,0,0,206.66488999999999,324.11348,137,136.37226,18683,56,288,62.068630000000006,1,0,0.89499,pilB_mNG_fliC-,Solid
1,pilB_mNG_fliC-_sol_BR=1_0_event14_tirf_RAW_Stack.tif,1070,255,255,255,63.99346,24.45607,1,1198,103.29715999999999,123750,41,435,46.0048,167.81806,120.39128000000001,112,70.50893,7897.0,20,119,31.42272,3,0,251.06225,135.27293,112,189.375,21210,35,435,98.51071999999999,1,0,1.3372700000000002,pilB_mNG_fliC-,Solid
1,pilB_mNG_fliC-_sol_BR=1_0_event15_tirf_RAW_Stack.tif,742,255,255,255,15.031,43.80593,1,836,124.69617,104246,59,301,35.504290000000005,298.28777,362.54435,112,119.27678999999999,13359.0,47,196,41.26321,0,0,286.54647,422.22307,112,135.51786,15178,36,301,75.69331,0,0,1.02983,pilB_mNG_fliC-,Solid
2,pilB_mNG_fliC-_sol_BR=1_0_event16_tirf_RAW_Stack.tif,440,255,255,255,28.65682,14.627270000000001,1,504,233.35317,117610,84,1043,170.68957,208.73179,154.35491000000002,97,158.58763000000002,15383.0,62,211,40.17326,1,0,172.18117,148.15137,97,473.62887,45942,111,1043,271.41636,6,0,1.74102,pilB_mNG_fliC-,Solid
3,pilB_mNG_fliC-_sol_BR=1_0_event16_tirf_RAW_Stack.tif,868,255,255,255,46.71774,11.97005,1,980,155.2551,152150,71,512,58.32695,214.16495,286.45082,112,164.96428999999998,18476.0,69,294,57.778999999999996,0,0,140.75968999999998,276.08418,112,206.72321000000002,23153,55,512,130.22055,3,0,1.2712299999999999,pilB_mNG_fliC-,Solid
1,pilB_mNG_fliC-_sol_BR=1_0_event17_tirf_RAW_Stack.tif,1066,255,255,255,34.32645,53.071290000000005,1,1213,314.08986,380991,117,1276,156.32435,272.03185,209.69507,112,350.1875,39221.0,93,738,178.39704,2,0,224.76167999999998,288.18059,112,579.13393,64863,141,1276,342.308,5,0,1.6595799999999998,pilB_mNG_fliC-,Solid
1,pilB_mNG_fliC-_sol_BR=1_0_event19_tirf_RAW_Stack.tif,591,255,255,255,33.23942,32.06176,1,685,223.47737,153082,84,770,98.28981,223.18166000000002,340.2617,97,257.95876,25022.0,113,424,80.24531999999999,1,0,263.1258,374.37846,97,318.17526000000004,30863,56,770,197.98711,2,0,1.4552,pilB_mNG_fliC-,Solid
1,pilB_mNG_fliC-_sol_BR=1_0_event1_tirf_RAW_Stack.tif,682,255,255,255,37.55425,27.413490000000003,1,779,123.70218,96364,57,365,40.43677,242.50616000000002,328.77225,137,110.72993000000001,15170.0,51,175,33.14795,0,0,288.71864,299.58378,137,141.13138999999998,19335,58,365,72.69242,1,0,1.02806,pilB_mNG_fliC-,Solid
1,pilB_mNG_fliC-_sol_BR=1_0_event20_tirf_RAW_Stack.tif,1059,255,255,255,28.78895,62.040130000000005,1,1198,332.84307,398746,102,899,122.15518999999999,339.47593,250.77962999999997,97,453.1134,43952.0,135,899,223.21602000000001,5,0,301.99811,331.97772000000003,97,464.6701,45073,138,875,185.93943000000002,8,0,1.48756,pilB_mNG_fliC-,Solid
1,pilB_mNG_fliC-_sol_BR=1_0_event21_tirf_RAW_Stack.tif,492,255,255,255,26.77236,25.07724,1,564,91.43085,51567,49,140,20.79231,244.30835,182.53505,112,87.53571,9804.0,45,126,24.80734,0,0,274.5827,206.60207,112,89.40179,10013,42,140,27.67458,1,0,0.9473799999999999,pilB_mNG_fliC-,Solid
1,pilB_mNG_fliC-_sol_BR=1_0_event22_tirf_RAW_Stack.tif,591,255,255,255,39.99915,11.239419999999999,1,669,190.59043,127505,83,409,53.010419999999996,362.55888,272.61432,97,195.59794,18973.0,50,409,98.86003000000001,1,0,311.46929,274.26464,97,217.03092999999998,21052,91,396,72.19497,0,0,1.12025,pilB_mNG_fliC-,Solid
1,pilB_mNG_fliC-_sol_BR=1_0_event23_tirf_RAW_Stack.tif,679,255,255,255,25.190720000000002,40.737109999999994,1,774,208.30103,161225,73,373,60.6371,181.0777,376.77723,137,200.35036000000002,27448.0,53,373,79.90745,3,0,209.57349,332.00086,137,212.42336,29102,58,357,80.12148,0,0,0.98585,pilB_mNG_fliC-,Solid
2,pilB_mNG_fliC-_sol_BR=1_0_event23_tirf_RAW_Stack.tif,447,255,255,255,29.25168,11.99664,1,509,260.24165,132463,112,556,80.79696,345.63693,267.97303,97,196.7732,19087.0,98,285,48.58551,1,0,310.30433999999997,260.29662,97,344.79381,33445,163,556,109.14697,0,0,1.06713,pilB_mNG_fliC-,Solid
1,pilB_mNG_fliC-_sol_BR=1_0_event24_tirf_RAW_Stack.tif,442,255,255,255,21.6448,31.4638,1,509,158.84283,80851,67,395,51.18892,196.30184,418.66046,97,135.37113,13131.0,67,188,34.23458,1,0,181.91709,448.96763,97,171.52577,16638,48,395,95.01086,2,0,0.94625,pilB_mNG_fliC-,Solid
1,pilB_mNG_fliC-_sol_BR=1_0_event2_tirf_RAW_Stack.tif,456,255,255,255,9.15132,30.89912,1,514,102.86381,52872,53,139,22.44501,244.63422000000003,379.39144,112,83.4375,9345.0,42,115,18.6865,0,0,245.39266,344.58756,112,98.05357,10982,46,139,25.11015,0,0,0.80861,pilB_mNG_fliC-,Solid
1,pilB_mNG_fliC-_sol_BR=1_0_event6_tirf_RAW_Stack.tif,741,255,255,255,32.52564,36.37989,1,850,268.64,228344,90,774,108.74176999999999,309.09136,317.1022,80,359.0,28720.0,115,663,146.30738,1,0,348.84225,267.84422,80,425.2625,34021,112,774,188.4652,3,0,1.63385,pilB_mNG_fliC-,Solid
1,pilB_mNG_fliC-_sol_BR=1_0_event7_tirf_RAW_Stack.tif,796,255,255,255,30.736179999999997,38.35804,1,907,202.08049,183287,67,461,64.54257,272.33761,152.48456000000002,112,217.77678999999998,24391.0,87,461,99.89758,2,0,233.29972999999998,204.24225,112,223.16964,24995,86,384,83.18436,5,0,1.12459,pilB_mNG_fliC-,Solid
1,pilB_mNG_fliC-_sol_BR=1_0_event9_tirf_RAW_Stack.tif,564,255,255,255,13.07801,39.863479999999996,1,637,159.93563999999998,101879,67,240,37.19878,341.72337999999996,421.50070999999997,112,132.48214,14838.0,36,235,53.6181,1,0,333.70024,376.60193,112,154.08928999999998,17258,54,218,41.713640000000005,3,0,0.84801,pilB_mNG_fliC-,Solid
